node_id,graph_id
532,24
533,24
534,24
535,24
536,24
537,24
538,24
539,24
540,24
541,24
542,24
543,24
544,24
545,24
546,24
547,24
548,24
549,24
550,24
551,24
552,25
553,25
554,25
555,25
556,25
557,25
558,25
559,25
560,25
561,25
562,25
563,25
564,25
565,25
566,25
567,25
568,25
569,25
570,25
571,25
572,25
573,25
574,25
575,25
576,25
577,25
578,25
579,25
580,25
581,25
582,25
583,25
584,25
585,25
586,26
587,26
588,26
589,26
590,26
591,26
592,26
593,26
594,26
595,26
596,26
597,26
598,26
599,26
600,26
601,26
602,26
603,26
604,26
605,27
606,27
607,27
608,27
609,27
610,27
611,27
612,27
613,27
614,27
615,27
616,27
617,27
618,27
619,27
620,27
621,27
622,27
623,27
624,28
625,28
626,28
627,28
628,28
629,28
630,28
631,28
632,28
633,28
634,28
635,28
636,28
637,28
638,28
639,28
640,28
641,28
642,29
643,29
644,29
645,29
646,29
647,29
648,29
649,29
650,29
651,29
652,29
653,29
654,29
655,29
656,29
657,29
658,30
659,30
660,30
661,30
662,30
663,30
664,30
665,30
666,30
667,30
668,30
669,30
670,30
671,30
672,30
673,30
674,30
675,30
676,30
677,30
678,30
679,30
680,30
681,30
682,30
683,30
684,30
685,30
686,31
687,31
688,31
689,31
690,31
691,31
692,31
693,31
694,31
695,31
696,31
697,31
698,31
699,31
700,31
701,31
702,31
703,31
704,31
705,31
706,31
707,32
708,32
709,32
710,32
711,32
712,32
713,32
714,32
715,32
716,32
717,32
718,32
719,32
720,32
721,32
722,32
723,32
724,32
725,32
726,32
727,33
728,33
729,33
730,33
731,33
732,33
733,33
734,33
735,33
736,33
737,33
738,33
739,33
740,33
741,33
742,33
743,33
744,33
745,33
746,33
747,33
748,33
749,33
750,33
751,33
752,33
753,33
754,33
755,33
756,33
757,33
758,34
759,34
760,34
761,34
762,34
763,34
764,34
765,34
766,34
767,34
768,34
769,34
770,34
771,34
772,34
773,34
774,34
775,34
776,34
777,34
778,34
779,34
780,34
781,34
782,34
783,34
784,34
785,35
786,35
787,35
788,35
789,35
790,35
791,35
792,35
793,35
794,35
795,35
796,35
797,35
798,35
799,35
800,35
801,35
802,35
803,35
804,35
805,35
806,35
807,35
808,35
809,35
810,35
811,36
812,36
813,36
814,36
815,36
816,36
817,36
818,36
819,36
820,36
821,36
822,36
823,36
824,36
825,36
826,36
827,36
828,36
829,36
830,36
831,36
832,37
833,37
834,37
835,37
836,37
837,37
838,37
839,37
840,37
841,37
842,37
843,37
844,37
845,37
846,37
847,37
848,37
849,37
850,37
851,37
852,37
853,37
854,37
855,37
856,37
857,37
858,37
859,37
860,37
861,38
862,38
863,38
864,38
865,38
866,38
867,38
868,38
869,38
870,38
871,38
872,38
873,38
874,38
875,38
876,38
877,38
878,38
879,38
880,38
881,38
882,38
883,38
884,38
885,38
886,38
887,38
888,38
889,38
890,38
891,38
892,38
893,38
894,38
895,38
896,38
897,38
898,38
899,38
900,38
901,38
902,39
903,39
904,39
905,39
906,39
907,39
908,39
909,39
910,39
911,39
912,39
913,39
914,39
915,39
916,39
917,39
918,39
919,39
920,39
921,39
922,39
923,39
924,39
925,39
926,39
927,39
928,39
929,39
930,39
931,40
932,40
933,40
934,40
935,40
936,40
937,40
938,40
939,40
940,40
941,40
942,40
943,40
944,40
945,40
946,40
947,40
948,40
949,40
950,40
951,40
952,40
953,40
954,40
955,40
956,41
957,41
958,41
959,41
960,41
961,41
962,41
963,41
964,41
965,41
966,41
967,41
968,41
969,41
970,41
971,41
972,41
973,41
974,41
975,41
976,41
977,41
978,41
979,41
980,41
981,41
982,41
983,41
984,41
985,41
986,41
987,41
988,41
989,41
990,41
991,41
992,41
993,41
994,42
995,42
996,42
997,42
998,42
999,42
1000,42
1001,42
1002,42
1003,42
1004,42
1005,42
1006,42
1007,42
1008,42
1009,42
1010,42
1011,42
1012,42
1013,42
1014,42
1015,42
1016,42
1017,43
1018,43
1019,43
1020,43
1021,43
1022,43
1023,43
1024,43
1025,43
1026,43
1027,43
1028,43
1029,43
1030,43
1031,43
1032,43
1033,43
1034,43
1035,43
1036,43
1037,44
1038,44
1039,44
1040,44
1041,44
1042,44
1043,44
1044,44
1045,44
1046,44
1047,44
1048,44
1049,44
1050,44
1051,44
1052,44
1053,44
1054,45
1055,45
1056,45
1057,45
1058,45
1059,45
1060,45
1061,45
1062,45
1063,45
1064,45
1065,45
1066,45
1067,45
1068,45
1069,46
1070,46
1071,46
1072,46
1073,46
1074,46
1075,46
1076,46
1077,46
1078,46
1079,46
1080,46
1081,46
1082,46
1083,46
1084,46
1085,46
1086,46
1087,46
1088,46
1089,46
1090,46
1091,46
1092,46
1093,46
1094,46
1095,46
1096,46
1097,46
1098,46
1099,46
1100,46
1101,46
1102,46
1103,46
1104,46
1105,47
1106,47
1107,47
1108,47
1109,47
1110,47
1111,47
1112,47
1113,47
1114,47
1115,47
1116,47
1117,47
1118,47
1119,47
1120,47
1121,47
1122,47
1123,47
1124,47
1125,47
1126,47
1127,48
1128,48
1129,48
1130,48
1131,48
1132,48
1133,48
1134,48
1135,48
1136,48
1137,48
1138,48
1139,48
1140,48
1141,48
1142,48
1143,48
1144,48
1145,48
1146,48
1147,48
1148,48
1149,48
1150,48
1151,48
1152,49
1153,49
1154,49
1155,49
1156,49
1157,49
1158,49
1159,49
1160,49
1161,49
1162,49
1163,49
1164,49
1165,49
1166,49
1167,49
1168,49
1169,49
1170,49
1171,49
1172,49
1173,49
1174,49
1175,49
1176,49
1177,49
1178,49
1179,49
1180,49
1181,49
1182,49
1183,49
1184,49
1185,49
1186,50
1187,50
1188,50
1189,50
1190,50
1191,50
1192,50
1193,50
1194,50
1195,50
1196,50
1197,50
1198,50
1199,50
1200,50
1201,50
1202,50
1203,50
1204,51
1205,51
1206,51
1207,51
1208,51
1209,51
1210,51
1211,51
1212,51
1213,51
1214,51
1215,51
1216,51
1217,51
1218,51
1219,51
1220,51
1221,51
1222,51
1223,51
1224,51
1225,52
1226,52
1227,52
1228,52
1229,52
1230,52
1231,52
1232,52
1233,52
1234,52
1235,52
1236,52
1237,52
1238,52
1239,52
1240,52
1241,52
1242,52
1243,52
1244,52
1245,52
1246,52
1247,52
1248,52
1249,52
1250,52
1251,52
1252,53
1253,53
1254,53
1255,53
1256,53
1257,53
1258,53
1259,53
1260,53
1261,53
1262,53
1263,53
1264,53
1265,53
1266,53
1267,53
1268,53
1269,53
1270,53
1271,53
1272,53
1273,53
1274,54
1275,54
1276,54
1277,54
1278,54
1279,54
1280,54
1281,54
1282,54
1283,54
1284,54
1285,54
1286,54
1287,54
1288,54
1289,54
1290,54
1291,54
1292,54
1293,54
1294,54
1295,54
1296,54
1297,54
1298,54
1299,54
1300,54
1301,55
1302,55
1303,55
1304,55
1305,55
1306,55
1307,55
1308,55
1309,55
1310,55
1311,55
1312,55
1313,55
1314,55
1315,55
1316,55
1317,55
1318,55
1319,55
1320,55
1321,55
1322,55
1323,55
1324,55
1325,55
1326,55
1327,55
1328,55
1329,55
1330,55
1331,55
1332,55
1333,55
1334,56
1335,56
1336,56
1337,56
1338,56
1339,56
1340,56
1341,56
1342,56
1343,56
1344,56
1345,56
1346,56
1347,56
1348,56
1349,56
1350,56
1351,56
1352,56
1353,56
1354,56
1355,57
1356,57
1357,57
1358,57
1359,57
1360,57
1361,57
1362,57
1363,57
1364,57
1365,57
1366,57
1367,57
1368,57
1369,57
1370,57
1371,57
1372,57
1373,57
1374,58
1375,58
1376,58
1377,58
1378,58
1379,58
1380,58
1381,58
1382,58
1383,58
1384,58
1385,58
1386,58
1387,59
1388,59
1389,59
1390,59
1391,59
1392,59
1393,59
1394,59
1395,59
1396,59
1397,59
1398,59
1399,59
1400,59
1401,59
1402,59
1403,59
1404,59
1405,60
1406,60
1407,60
1408,60
1409,60
1410,60
1411,60
1412,60
1413,60
1414,60
1415,60
1416,60
1417,60
1418,60
1419,60
1420,60
1421,60
1422,60
1423,60
1424,60
1425,60
1426,60
1427,60
1428,60
1429,60
1430,60
1431,60
1432,61
1433,61
1434,61
1435,61
1436,61
1437,61
1438,61
1439,61
1440,61
1441,61
1442,61
1443,61
1444,61
1445,61
1446,61
1447,61
1448,61
1449,62
1450,62
1451,62
1452,62
1453,62
1454,62
1455,62
1456,62
1457,62
1458,62
1459,62
1460,62
1461,62
1462,62
1463,62
1464,62
1465,62
1466,62
1467,62
1468,62
1469,62
1470,62
1471,62
1472,62
1473,62
1474,62
1475,62
1476,62
1477,62
1478,62
1479,62
1480,62
1481,62
1482,62
1483,62
1484,62
1485,62
1486,62
1487,62
1488,62
1489,62
1490,62
1491,62
1492,62
1493,62
1494,62
1495,62
1496,62
1497,62
1498,62
1499,62
1500,63
1501,63
1502,63
1503,63
1504,63
1505,63
1506,63
1507,63
1508,63
1509,63
1510,63
1511,63
1512,63
1513,63
1514,63
1515,63
1516,63
1517,63
1518,63
1519,63
1520,63
1521,63
1522,63
1523,63
1524,63
1525,63
1526,63
1527,63
1528,63
1529,63
1530,63
1531,63
1532,63
1533,63
1534,63
1535,63
1536,63
1537,63
1538,63
1539,63
1540,63
1541,63
1542,63
1543,63
1544,63
1545,64
1546,64
1547,64
1548,64
1549,64
1550,64
1551,64
1552,64
1553,64
1554,64
1555,64
1556,64
1557,64
1558,64
1559,64
1560,64
1561,64
1562,64
1563,64
1564,65
1565,65
1566,65
1567,65
1568,65
1569,65
1570,65
1571,65
1572,65
1573,65
1574,65
1575,65
1576,65
1577,65
1578,65
1579,65
1580,65
1581,65
1582,65
1583,66
1584,66
1585,66
1586,66
1587,66
1588,66
1589,66
1590,66
1591,66
1592,66
1593,66
1594,66
1595,66
1596,66
1597,66
1598,66
1599,66
1600,66
1601,66
1602,67
1603,67
1604,67
1605,67
1606,67
1607,67
1608,67
1609,67
1610,67
1611,67
1612,67
1613,67
1614,67
1615,67
1616,67
1617,67
1618,67
1619,67
1620,67
1621,67
1622,67
1623,67
1624,67
1625,67
1626,67
1627,67
1628,67
1629,67
1630,67
1631,67
1632,67
1633,67
1634,67
1635,67
1636,67
1637,67
1638,67
1639,67
1640,68
1641,68
1642,68
1643,68
1644,68
1645,68
1646,68
1647,68
1648,68
1649,68
1650,68
1651,68
1652,68
1653,68
1654,68
1655,68
1656,68
1657,68
1658,68
1659,68
1660,68
1661,68
1662,68
1663,68
1664,68
1665,68
1666,68
1667,68
1668,68
1669,68
1670,68
1671,68
1672,68
1673,68
1674,69
1675,69
1676,69
1677,69
1678,69
1679,69
1680,69
1681,69
1682,69
1683,69
1684,69
1685,69
1686,69
1687,69
1688,69
1689,69
1690,69
1691,69
1692,69
1693,69
1694,69
1695,69
1696,69
1697,69
1698,69
1699,70
1700,70
1701,70
1702,70
1703,70
1704,70
1705,70
1706,70
1707,70
1708,70
1709,70
1710,70
1711,70
1712,70
1713,70
1714,70
1715,70
1716,70
1717,70
1718,70
1719,70
1720,70
1721,70
1722,70
1723,70
1724,70
1725,71
1726,71
1727,71
1728,71
1729,71
1730,71
1731,71
1732,71
1733,71
1734,71
1735,71
1736,71
1737,71
1738,71
1739,71
1740,71
1741,71
1742,71
1743,71
1744,71
1745,71
1746,71
1747,71
1748,71
1749,71
1750,71
1751,71
1752,71
1753,71
1754,71
1755,71
1756,71
1757,71
1758,71
1759,71
1760,71
1761,71
1762,71
1763,71
1764,71
1765,71
1766,71
1767,71
1768,71
1769,71
1770,71
1771,71
1772,71
1773,71
1774,71
1775,71
1776,72
1777,72
1778,72
1779,72
1780,72
1781,72
1782,72
1783,72
1784,72
1785,72
1786,72
1787,72
1788,72
1789,72
1790,72
1791,72
1792,72
1793,72
1794,72
1795,72
1796,72
1797,72
1798,72
1799,72
1800,72
1801,72
1802,72
1803,72
1804,72
1805,73
1806,73
1807,73
1808,73
1809,73
1810,73
1811,73
1812,73
1813,73
1814,73
1815,73
1816,73
1817,73
1818,73
1819,73
1820,73
1821,73
1822,73
1823,73
1824,73
1825,73
1826,73
1827,73
1828,73
1829,73
1830,73
1831,73
1832,73
1833,73
1834,73
1835,73
1836,73
1837,73
1838,73
1839,73
1840,73
1841,73
1842,73
1843,73
1844,73
1845,74
1846,74
1847,74
1848,74
1849,74
1850,74
1851,74
1852,74
1853,74
1854,74
1855,74
1856,74
1857,74
1858,74
1859,74
1860,75
1861,75
1862,75
1863,75
1864,75
1865,75
1866,75
1867,75
1868,75
1869,75
1870,75
1871,75
1872,75
1873,75
1874,75
1875,75
1876,75
1877,76
1878,76
1879,76
1880,76
1881,76
1882,76
1883,76
1884,76
1885,76
1886,76
1887,76
1888,76
1889,76
1890,76
1891,76
1892,76
1893,76
1894,76
1895,76
1896,76
1897,76
1898,76
1899,76
1900,76
1901,76
1902,76
1903,76
1904,76
1905,76
1906,77
1907,77
1908,77
1909,77
1910,77
1911,77
1912,77
1913,77
1914,77
1915,77
1916,77
1917,77
1918,77
1919,77
1920,77
1921,77
1922,77
1923,77
1924,77
1925,77
1926,77
1927,77
1928,77
1929,77
1930,77
1931,77
1932,77
1933,77
1934,77
1935,77
1936,77
1937,77
1938,77
1939,77
1940,77
1941,77
1942,77
1943,77
1944,77
1945,77
1946,77
1947,77
1948,77
1949,77
1950,77
1951,77
1952,78
1953,78
1954,78
1955,78
1956,78
1957,78
1958,78
1959,78
1960,78
1961,78
1962,78
1963,78
1964,78
1965,78
1966,78
1967,78
1968,78
1969,78
1970,78
1971,78
1972,78
1973,79
1974,79
1975,79
1976,79
1977,79
1978,79
1979,79
1980,79
1981,79
1982,79
1983,79
1984,79
1985,79
1986,79
1987,79
1988,80
1989,80
1990,80
1991,80
1992,80
1993,80
1994,80
1995,80
1996,80
1997,80
1998,80
1999,80
2000,80
2001,80
2002,80
2003,80
2004,81
2005,81
2006,81
2007,81
2008,81
2009,81
2010,81
2011,81
2012,81
2013,81
2014,81
2015,81
2016,81
2017,81
2018,81
2019,81
2020,81
2021,81
2022,81
2023,81
2024,81
2025,81
2026,81
2027,81
2028,81
2029,81
2030,81
2031,81
2032,81
2033,81
2034,81
2035,81
2036,81
2037,81
2038,81
2039,81
2040,82
2041,82
2042,82
2043,82
2044,82
2045,82
2046,82
2047,82
2048,82
2049,82
2050,82
2051,82
2052,82
2053,82
2054,82
2055,82
2056,82
2057,82
2058,82
2059,82
2060,82
2061,82
2062,82
2063,82
2064,82
2065,83
2066,83
2067,83
2068,83
2069,83
2070,83
2071,83
2072,83
2073,83
2074,83
2075,83
2076,83
2077,83
2078,83
2079,83
2080,83
2081,83
2082,83
2083,83
2084,83
2085,83
2086,83
2087,84
2088,84
2089,84
2090,84
2091,84
2092,84
2093,84
2094,84
2095,84
2096,84
2097,84
2098,84
2099,84
2100,84
2101,84
2102,84
2103,84
2104,84
2105,84
2106,84
2107,84
2108,84
2109,84
2110,84
2111,84
2112,84
2113,84
2114,84
2115,84
2116,84
2117,84
2118,84
2119,84
2120,84
2121,84
2122,84
2123,84
2124,84
2125,84
2126,84
2127,84
2128,84
2129,84
2130,84
2131,84
2132,84
2133,84
2134,84
2135,84
2136,84
2137,84
2138,84
2139,84
2140,84
2141,85
2142,85
2143,85
2144,85
2145,85
2146,85
2147,85
2148,85
2149,85
2150,85
2151,85
2152,85
2153,85
2154,85
2155,85
2156,85
2157,85
2158,85
2159,86
2160,86
2161,86
2162,86
2163,86
2164,86
2165,86
2166,86
2167,86
2168,86
2169,86
2170,86
2171,86
2172,86
2173,86
2174,86
2175,86
2176,86
2177,86
2178,86
2179,86
2180,86
2181,86
2182,87
2183,87
2184,87
2185,87
2186,87
2187,87
2188,87
2189,87
2190,87
2191,87
2192,87
2193,87
2194,87
2195,87
2196,87
2197,87
2198,87
2199,87
2200,87
2201,87
2202,87
2203,87
2204,87
2205,87
2206,87
2207,87
2208,87
2209,87
2210,87
2211,88
2212,88
2213,88
2214,88
2215,88
2216,88
2217,88
2218,88
2219,88
2220,88
2221,88
2222,88
2223,88
2224,88
2225,88
2226,88
2227,88
2228,88
2229,89
2230,89
2231,89
2232,89
2233,89
2234,89
2235,89
2236,89
2237,89
2238,89
2239,89
2240,89
2241,89
2242,89
2243,89
2244,89
2245,89
2246,89
2247,89
2248,89
2249,89
2250,89
2251,89
2252,89
2253,89
2254,89
2255,89
2256,89
2257,89
2258,89
2259,89
2260,89
2261,89
2262,89
2263,89
2264,89
2265,89
2266,89
2267,89
2268,90
2269,90
2270,90
2271,90
2272,90
2273,90
2274,90
2275,90
2276,90
2277,90
2278,90
2279,90
2280,90
2281,90
2282,90
2283,90
2284,90
2285,90
2286,90
2287,90
2288,90
2289,90
2290,90
2291,90
2292,90
2293,90
2294,90
2295,90
2296,90
2297,90
2298,90
2299,90
2300,90
2301,90
2302,90
2303,90
2304,90
2305,90
2306,90
2307,90
2308,90
2309,90
2310,90
2311,90
2312,90
2313,90
2314,91
2315,91
2316,91
2317,91
2318,91
2319,91
2320,91
2321,91
2322,91
2323,91
2324,91
2325,91
2326,91
2327,91
2328,91
2329,91
2330,91
2331,91
2332,91
2333,91
2334,91
2335,91
2336,91
2337,91
2338,92
2339,92
2340,92
2341,92
2342,92
2343,92
2344,92
2345,92
2346,92
2347,92
2348,92
2349,92
2350,92
2351,92
2352,92
2353,92
2354,92
2355,92
2356,92
2357,92
2358,92
2359,92
2360,92
2361,92
2362,92
2363,92
2364,92
2365,92
2366,92
2367,92
2368,92
2369,92
2370,92
2371,93
2372,93
2373,93
2374,93
2375,93
2376,93
2377,93
2378,93
2379,93
2380,93
2381,93
2382,93
2383,93
2384,93
2385,93
2386,93
2387,93
2388,93
2389,93
2390,93
2391,93
2392,93
2393,93
2394,93
2395,93
2396,93
2397,94
2398,94
2399,94
2400,94
2401,94
2402,94
2403,94
2404,94
2405,94
2406,94
2407,94
2408,94
2409,94
2410,94
2411,94
2412,94
2413,94
2414,94
2415,94
2416,94
2417,95
2418,95
2419,95
2420,95
2421,95
2422,95
2423,95
2424,95
2425,95
2426,95
2427,95
2428,95
2429,95
2430,95
2431,95
2432,95
2433,95
2434,95
2435,95
2436,95
2437,95
2438,95
2439,95
2440,95
2441,95
2442,95
2443,95
2444,95
2445,96
2446,96
2447,96
2448,96
2449,96
2450,96
2451,96
2452,96
2453,96
2454,96
2455,96
2456,96
2457,97
2458,97
2459,97
2460,97
2461,97
2462,97
2463,97
2464,97
2465,97
2466,97
2467,97
2468,97
2469,97
2470,97
2471,97
2472,97
2473,97
2474,97
2475,97
2476,97
2477,97
2478,97
2479,97
2480,97
2481,97
2482,97
2483,97
2484,97
2485,97
2486,97
2487,97
2488,97
2489,98
2490,98
2491,98
2492,98
2493,98
2494,98
2495,98
2496,98
2497,98
2498,98
2499,98
2500,98
2501,98
2502,98
2503,98
2504,98
2505,98
2506,98
2507,98
2508,98
2509,98
2510,98
2511,98
2512,98
2513,99
2514,99
2515,99
2516,99
2517,99
2518,99
2519,99
2520,99
2521,99
2522,99
2523,99
2524,99
2525,99
2526,99
2527,99
2528,99
2529,99
2530,99
2531,99
2532,99
2533,99
2534,99
2535,99
2536,99
2537,99
2538,99
2539,99
2540,100
2541,100
2542,100
2543,100
2544,100
2545,100
2546,100
2547,100
2548,100
2549,100
2550,100
2551,100
2552,100
2553,100
2554,100
2555,100
2556,100
2557,100
2558,100
2559,100
2560,100
2561,100
2562,100
2563,100
2564,101
2565,101
2566,101
2567,101
2568,101
2569,101
2570,101
2571,101
2572,101
2573,101
2574,101
2575,101
2576,101
2577,101
2578,101
2579,101
2580,101
2581,101
2582,101
2583,101
2584,101
2585,101
2586,101
2587,101
2588,101
2589,101
2590,101
2591,101
2592,101
2593,101
2594,101
2595,101
2596,101
2597,101
2598,101
2599,101
2600,101
2601,101
2602,101
2603,101
2604,101
2605,101
2606,101
2607,101
2608,101
2609,101
2610,101
2611,102
2612,102
2613,102
2614,102
2615,102
2616,102
2617,102
2618,102
2619,102
2620,102
2621,102
2622,102
2623,102
2624,102
2625,102
2626,102
2627,102
2628,102
2629,102
2630,103
2631,103
2632,103
2633,103
2634,103
2635,103
2636,103
2637,103
2638,103
2639,103
2640,103
2641,103
2642,103
2643,103
2644,103
2645,103
2646,103
2647,103
2648,103
2649,104
2650,104
2651,104
2652,104
2653,104
2654,104
2655,104
2656,104
2657,104
2658,104
2659,104
2660,104
2661,104
2662,104
2663,104
2664,104
2665,104
2666,104
2667,105
2668,105
2669,105
2670,105
2671,105
2672,105
2673,105
2674,105
2675,105
2676,105
2677,105
2678,106
2679,106
2680,106
2681,106
2682,106
2683,106
2684,106
2685,106
2686,106
2687,106
2688,106
2689,106
2690,106
2691,106
2692,106
2693,106
2694,106
2695,106
2696,106
2697,106
2698,106
2699,106
2700,106
2701,107
2702,107
2703,107
2704,107
2705,107
2706,107
2707,107
2708,107
2709,107
2710,107
2711,107
2712,107
2713,108
2714,108
2715,108
2716,108
2717,108
2718,108
2719,108
2720,108
2721,108
2722,108
2723,108
2724,108
2725,108
2726,108
2727,108
2728,108
2729,108
2730,108
2731,108
2732,109
2733,109
2734,109
2735,109
2736,109
2737,109
2738,109
2739,109
2740,109
2741,109
2742,109
2743,109
2744,109
2745,109
2746,109
2747,110
2748,110
2749,110
2750,110
2751,110
2752,110
2753,110
2754,110
2755,110
2756,110
2757,110
2758,110
2759,110
2760,110
2761,110
2762,110
2763,110
2764,111
2765,111
2766,111
2767,111
2768,111
2769,111
2770,111
2771,111
2772,111
2773,111
2774,111
2775,111
2776,111
2777,111
2778,111
2779,111
2780,111
2781,111
2782,111
2783,111
2784,111
2785,112
2786,112
2787,112
2788,112
2789,112
2790,112
2791,112
2792,112
2793,112
2794,112
2795,112
2796,112
2797,112
2798,112
2799,112
2800,112
2801,112
2802,112
2803,112
2804,112
2805,112
2806,112
2807,112
2808,112
2809,112
2810,112
2811,113
2812,113
2813,113
2814,113
2815,113
2816,113
2817,113
2818,113
2819,113
2820,113
2821,113
2822,113
2823,113
2824,113
2825,113
2826,113
2827,113
2828,113
2829,113
2830,113
2831,113
2832,113
2833,113
2834,114
2835,114
2836,114
2837,114
2838,114
2839,114
2840,114
2841,114
2842,114
2843,114
2844,114
2845,114
2846,114
2847,114
2848,114
2849,114
2850,114
2851,114
2852,114
2853,114
2854,114
2855,114
2856,114
2857,114
2858,114
2859,114
2860,114
2861,114
2862,114
2863,114
2864,114
2865,114
2866,114
2867,114
2868,114
2869,114
2870,114
2871,114
2872,115
2873,115
2874,115
2875,115
2876,115
2877,115
2878,115
2879,115
2880,115
2881,115
2882,115
2883,115
2884,115
2885,115
2886,115
2887,115
2888,115
2889,115
2890,115
2891,115
2892,115
2893,115
2894,115
2895,115
2896,116
2897,116
2898,116
2899,116
2900,116
2901,116
2902,116
2903,116
2904,116
2905,116
2906,116
2907,116
2908,116
2909,116
2910,116
2911,116
2912,117
2913,117
2914,117
2915,117
2916,117
2917,117
2918,117
2919,117
2920,117
2921,117
2922,117
2923,117
2924,117
2925,117
2926,117
2927,117
2928,118
2929,118
2930,118
2931,118
2932,118
2933,118
2934,118
2935,118
2936,118
2937,118
2938,118
2939,118
2940,118
2941,118
2942,118
2943,118
2944,118
2945,118
2946,118
2947,118
2948,119
2949,119
2950,119
2951,119
2952,119
2953,119
2954,119
2955,119
2956,119
2957,119
2958,119
2959,119
2960,119
2961,119
2962,119
2963,119
2964,119
2965,119
2966,119
2967,119
2968,119
2969,119
2970,119
2971,119
2972,119
2973,119
2974,119
2975,120
2976,120
2977,120
2978,120
2979,120
2980,120
2981,120
2982,120
2983,120
2984,120
2985,120
2986,120
2987,120
2988,120
2989,120
2990,120
2991,120
2992,120
2993,120
2994,121
2995,121
